converser,text,timestamp,conversation_num,chat_id,user_id,wizard_id,ts_date,date,day_week,sentiment
wizard,"I can book you a 3 day trip to Kobe leaving from Sapporo, Japan. Is this ok?",1471272872,9,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 14:54,15-08-2016,Monday,1
user,"No, that's too far for me. I need a flight that leaves from Birmingham.",1471273335,10,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:02,15-08-2016,Monday,1
wizard,I can book you a trip from Birmingham to Kobe for 2747.8 USD.,1471273519,11,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:05,15-08-2016,Monday,1
user,How many days would I be in Kobe?,1471273562,12,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:06,15-08-2016,Monday,1
wizard,You would arrive in Kobe August 17th and return to Birmingham on August 22nd.,1471273612,13,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:06,15-08-2016,Monday,1
user,What would the price be if I shortened my trip by one day?,1471273655,14,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:07,15-08-2016,Monday,1
wizard,I can not find any trips from Birmingham to Kobe for 4 days.,1471273717,15,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:08,15-08-2016,Monday,1
user,"Ok, then I would like to purchase this package. What activities are included in this package?",1471273900,16,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:11,15-08-2016,Monday,1
wizard,There are no activities listed for this package. You will be staying at the Ivory Legacy Hotel for 7 days. This hotel has a 4.5 star rating and free wifi. Will I go ahead and book this package?,1471274063,17,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:14,15-08-2016,Monday,1
user,"Yes, I would like to book this package.",1471274102,18,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:15,15-08-2016,Monday,1
wizard,"Great. Your flight departs from Birmingham at 9:00 am - Wednesday, August 17th 2016. Enjoy your trip, I have booked this package for you.",1471274149,19,4a3bfa39-2c22-42c8-8694-32b4e34415e9,U21E41CQP,U21DMV0KA,15-08-2016 15:15,15-08-2016,Monday,1
user,"Hello there i am looking to go on a vacation with my family to Gotham City, can you help me?",1471273579,0,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:06,15-08-2016,Monday,0
wizard,when  would you like to travel and how many people will you be?,1471273620,1,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:07,15-08-2016,Monday,0
user,"Not sure when we want to leave, but we are 12 kids and 5 adults",1471273643,2,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:07,15-08-2016,Monday,0
wizard,do you have a budget?,1471273667,3,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:07,15-08-2016,Monday,0
user,"yes i do, it is around $2200",1471273691,4,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:08,15-08-2016,Monday,0
wizard,where will you be travelling from?,1471273723,5,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:08,15-08-2016,Monday,0
user,We are from Neverland,1471273737,6,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:08,15-08-2016,Monday,0
wizard,"We have nothing available leaving from Neverland, are you able to depart from another city?",1471273828,7,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:10,15-08-2016,Monday,0
user,we can depart from Toronto,1471273841,8,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:10,15-08-2016,Monday,0
wizard,Gotham City is not a destination we travel to. Are you interested in any other destinations?,1471273903,9,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:11,15-08-2016,Monday,0
user,hmm what options would i have out of Toronto?,1471273925,10,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:12,15-08-2016,Monday,0
wizard,Would you be interested in Calgary?,1471273995,11,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:13,15-08-2016,Monday,0
user,that would be nice,1471274105,12,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:15,15-08-2016,Monday,0
wizard,I have a departure from Toronto to Calgary  on August 17 returning on August 24. Does that work for you?,1471274235,13,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:17,15-08-2016,Monday,0
user,"No sorry i was planning on getting a tan this vacation. Thanks, is there anywhere else? Thank you
is there anywhere else?",1471274275,14,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:17,15-08-2016,Monday,0
wizard,How about a trip to Dominican Republic? it is quite cheap at this time of year.,1471274315,15,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:18,15-08-2016,Monday,0
user,What options do you have available for me?,1471274343,16,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:19,15-08-2016,Monday,0
wizard,I have the el Mar hotel available in Punta Cana this week.,1471274468,17,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:21,15-08-2016,Monday,0
user,That sounds interesting. how many stars does the hotel have?,1471274500,18,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:21,15-08-2016,Monday,0
wizard,2.5 stars. You would have to fly out of Melbourne though,1471274550,19,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:22,15-08-2016,Monday,0
user,No I did not like your offer.Ahh...maybe another time,1471274613,20,6e67ed28-e94c-4fab-96b6-68569a92682f,U21RP4FCY,U21E0179B,15-08-2016 15:23,15-08-2016,Monday,0
user,"Hi I'd like to go to Caprica from Busan, between Sunday August 21, 2016 and Wednesday August 31, 2016",1471274108,0,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:15,15-08-2016,Monday,0
wizard,And what would be your maximum budget for this trip?,1471274144,1,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:15,15-08-2016,Monday,0
user,Actually it's unlimited for this trip,1471274166,2,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:16,15-08-2016,Monday,0
wizard,How many adults and how many children will be making this trip?,1471274191,3,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:16,15-08-2016,Monday,0
user,2 adults,1471274201,4,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:16,15-08-2016,Monday,0
wizard,"I have no trips to Caprica from Busan.  I do have a trip to Mannheim, Germany, one to Kingston , Canada, and another to Toronto Canada.  Would you like to select alternate dates or an alternate travel destination?",1471274561,5,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:22,15-08-2016,Monday,0
user,Do you have anything for San Antonio as a destination?,1471274631,6,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:23,15-08-2016,Monday,0
wizard,"Yes, I do.  I have one for 8445.37 USD.  Would you like to book this package?  The guest rating is 7.15/10 and there is free parking and free wifi.  Leaving Sunday, August 21st at 11:00 a.m. and returning Sunday, August 28th at 1:00 a.m.",1471274875,7,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:27,15-08-2016,Monday,0
user,Is breakfast included?,1471274924,8,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:28,15-08-2016,Monday,0
wizard,"Yes, it is.",1471274942,9,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:29,15-08-2016,Monday,0
user,That sounds great. 1:00 am return on Sunday August 28th is very early in the morning... ,1471275103,10,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:31,15-08-2016,Monday,0
wizard,Would you like to book this package?,1471275174,11,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:32,15-08-2016,Monday,0
user,No I dint like your service.,1471275207,12,5ae76e50-5b48-4166-9f6d-67aaabd7bcaa,U22HTHYNP,U21DKG18C,15-08-2016 15:33,15-08-2016,Monday,0
user,"Hello, I am looking to book a trip for 2 adults and 6 children for $21,300 or less. We are departing from Kochi for Denver.",1471274608,0,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:23,15-08-2016,Monday,0
wizard,I have several options available within your budget. How long would you like to travel for? And do you have dates in mind?,1471274703,1,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:25,15-08-2016,Monday,0
user,I do not have any dates in mind. I would like to spend as much time in Denver as my budget will allow.,1471274748,2,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:25,15-08-2016,Monday,0
wizard,I can book 7 days at a 4.0 star hotel for 19028.93USD. I can also book 7 days at a 3.0 star hotel for 12824.84USD.,1471274865,3,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:27,15-08-2016,Monday,0
user,Do these packages have different departure dates? When would I be leaving for each of them?,1471274996,4,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:29,15-08-2016,Monday,0
wizard,The 3.0 star trip leaves Kochi August 26 and returns August 31. The 4.0 star leaves August 27 from Kochi and returns September 1.,1471275206,5,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:33,15-08-2016,Monday,0
user,"Ok, I would like to purchase the trip with the 4-star hotel.",1471275254,6,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:34,15-08-2016,Monday,0
wizard,"Perfect, I will book that trip for you now. You will depart Kochi at 9:00 am August 27. Have a nice day.",1471275312,7,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:35,15-08-2016,Monday,0
user,I am unhappy with your offers.,1471275346,8,24603086-bb53-431e-a0d8-1dcc63518ba9,U21E41CQP,U21DMV0KA,15-08-2016 15:35,15-08-2016,Monday,0
user,"Hey, i Want to go to St. Louis on the 17th of August",1471274743,0,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:25,15-08-2016,Monday,1
wizard,For how many days?,1471274799,1,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:26,15-08-2016,Monday,1
user,I need to back by the 31st,1471274848,2,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:27,15-08-2016,Monday,1
wizard,What will your departure city be?,1471274940,3,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:29,15-08-2016,Monday,1
user,I’m from Calgary,1471274961,4,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:29,15-08-2016,Monday,1
wizard,I have a direct flight leaving from Calgary on August 18 and returning on August 28th. Does that work for you?,1471275137,5,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:32,15-08-2016,Monday,1
user,Yes that sounds perfect may you please tell me about the destination place,1471275163,6,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:32,15-08-2016,Monday,1
wizard,It is the Glorious Cloak inn hotel in St. Louis. It has a 3-star rating.,1471275229,7,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:33,15-08-2016,Monday,1
user,"That sounds lavish, what type of flight would that be?",1471275256,8,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:34,15-08-2016,Monday,1
wizard,"You would be flying business class, for a grand total of only $1858.14",1471275337,9,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:35,15-08-2016,Monday,1
user,Are there any possible flights with economy class?,1471275361,10,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:36,15-08-2016,Monday,1
wizard,I have a package at the Lunar whcih has a 5 star rating on an economy class flight on the same dates for $1558.00,1471275510,11,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:38,15-08-2016,Monday,1
user,that sounds even better.,1471275645,12,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:40,15-08-2016,Monday,1
wizard,This deal includes free breakfast and free wifi. Would you like me to book it for you?,1471275717,13,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:41,15-08-2016,Monday,1
user,"Yes please, that sounds wonderful. thank you",1471275765,14,bbd17a54-bc6c-4237-8f72-4778081fab0c,U21RP4FCY,U21E0179B,15-08-2016 15:42,15-08-2016,Monday,1
user,"I'm looking for a trip to Gotham City leaving from Kakariko Village on Saturday, August 13, 2016. 3 adults for no more than $2400 USD.",1471275391,0,660f2f7a-b660-4f2c-aae9-e5cdb28d818c,U22HTHYNP,U21DKG18C,15-08-2016 15:36,15-08-2016,Monday,0
wizard,I have a trip available to Vancouver for these dates within your price range.  Would you like to increase your budget or adjust the dates?,1471275535,1,660f2f7a-b660-4f2c-aae9-e5cdb28d818c,U22HTHYNP,U21DKG18C,15-08-2016 15:38,15-08-2016,Monday,0
user,I'd like to adjust the departure city to Caprica.,1471275586,2,660f2f7a-b660-4f2c-aae9-e5cdb28d818c,U22HTHYNP,U21DKG18C,15-08-2016 15:39,15-08-2016,Monday,0
wizard,Still no availability for this destination.  Would you like to increase your budget or adjust the dates?,1471275671,3,660f2f7a-b660-4f2c-aae9-e5cdb28d818c,U22HTHYNP,U21DKG18C,15-08-2016 15:41,15-08-2016,Monday,0
user,"The dates cannot be changed. How about going to Theed with 14 adults, leaving from Kakariko Village, on a budget of $2900?",1471275760,4,660f2f7a-b660-4f2c-aae9-e5cdb28d818c,U22HTHYNP,U21DKG18C,15-08-2016 15:42,15-08-2016,Monday,0
wizard,Still no availability.,1471275900,5,660f2f7a-b660-4f2c-aae9-e5cdb28d818c,U22HTHYNP,U21DKG18C,15-08-2016 15:45,15-08-2016,Monday,0
user,I did not like your deal.,1471275923,6,660f2f7a-b660-4f2c-aae9-e5cdb28d818c,U22HTHYNP,U21DKG18C,15-08-2016 15:45,15-08-2016,Monday,0
user,"Hello, I would like to book a 2-week trip leaving from Melbourne on August 27. I would like to go to Mannheim.",1471275503,0,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:38,15-08-2016,Monday,0
wizard,Have you got a budget for this vacation?,1471275597,1,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:39,15-08-2016,Monday,0
user,"I do not have a budget, however I would like to pick whichever package is cheapest. Could you offer me the cheapest package for each destination?",1471275665,2,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:41,15-08-2016,Monday,0
wizard,"I can book you 9 days in Mannheim for 3258.15USD at a 5 star hotel,",1471275904,3,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:45,15-08-2016,Monday,0
user,Is there a package to Mannheim which offers a cheaper hotel? I am flexible with my dates of arrival and departure.,1471276013,4,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:46,15-08-2016,Monday,0
wizard,I am unable to find any cheaper packages for Mannheim,1471276085,5,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:48,15-08-2016,Monday,0
user,What would the cost be if I stayed for 10 days in Mexico City?,1471276138,6,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:48,15-08-2016,Monday,0
wizard,"You can stay in Mexico City for 8 days for 426.16USD leaving from Melbourne, USA.",1471276226,7,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:50,15-08-2016,Monday,0
user,"Actually I am leaving from Melbourne, Australia. How does this affect the price of the trip?",1471276311,8,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:51,15-08-2016,Monday,0
wizard,"I cannot find any trips available from Melbourne, Australia to Mexico City.",1471276373,9,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:52,15-08-2016,Monday,0
user,Could I purchase a package  to Vancouver similar to the one I was offered?,1471276488,10,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:54,15-08-2016,Monday,0
wizard,"I cannot find any trips available from Melbourne, Australia to any destinations. This point of departure is not in my database.",1471276587,11,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:56,15-08-2016,Monday,0
user,Bad Service.,1471276632,12,84823cb8-4e01-4dc1-8d10-1f2a5ef40b80,U21E41CQP,U21DMV0KA,15-08-2016 15:57,15-08-2016,Monday,0
user,"Hello, I am planning to book a trip to pittsborgh",1471275834,0,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:43,15-08-2016,Monday,0
wizard,"Hello. Would that be Pittsborgh, Pennsylvania?",1471275881,1,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:44,15-08-2016,Monday,0
user,i think so!,1471275894,2,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:44,15-08-2016,Monday,0
wizard,And what city will you be departing from?,1471275949,3,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:45,15-08-2016,Monday,0
user,We will be leaving from Fukuoka,1471275990,4,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:46,15-08-2016,Monday,0
wizard,how many people will be travelling together?,1471276044,5,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:47,15-08-2016,Monday,0
user,"there will be myself, 1 adult, and my four kids",1471276078,6,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:47,15-08-2016,Monday,0
wizard,Do you have specific dates in mind?,1471276127,7,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:48,15-08-2016,Monday,0
user,none at the moment,1471276169,8,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:49,15-08-2016,Monday,0
wizard,and for how long would you like to go for?,1471276197,9,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:49,15-08-2016,Monday,0
user,also not sure yet,1471276242,10,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:50,15-08-2016,Monday,0
wizard,"I have no flights available to Pittsburgh, but I have package available to Vancouver",1471276415,11,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:53,15-08-2016,Monday,0
user,I would like to see the availabilities in Vancouver please,1471276497,12,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:54,15-08-2016,Monday,0
wizard,I have several available.  Do you have a budget in mind?,1471276639,13,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:57,15-08-2016,Monday,0
user,I have $12600 to spend on this vacation,1471276676,14,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 15:57,15-08-2016,Monday,0
wizard,It would be helpful if you could provide me with some dates,1471277007,15,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 16:03,15-08-2016,Monday,0
user,we are very flexible with dates anything would work,1471277031,16,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 16:03,15-08-2016,Monday,0
wizard,I am very sorry  but I have nothing available at the moment,1471277253,17,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 16:07,15-08-2016,Monday,0
user,Poor Service.,1471277337,18,3f238ba1-c385-415a-a511-998330c03750,U21RP4FCY,U21E0179B,15-08-2016 16:08,15-08-2016,Monday,0
user,"Hi, I need to go to Mos Eisley for a wedding, leaving on Saturday, August 13, 2016 and returning on Tuesday, August 16, 2016. Preferably for $3700.",1471276119,0,45f2dfa5-d8ad-4f33-8994-68bc040e6901,U22HTHYNP,U21DKG18C,15-08-2016 15:48,15-08-2016,Monday,
wizard,Would you like to have a departure from a specific location?,1471276168,1,45f2dfa5-d8ad-4f33-8994-68bc040e6901,U22HTHYNP,U21DKG18C,15-08-2016 15:49,15-08-2016,Monday,
user,"I'd like to get away from Monday, August 15, 2016 to Wednesday, August 31, 2016. My budget is $3200 and I would leave from Detroit.",1471276763,0,9ea51bab-2899-4255-8946-428d47d46fcf,U22HTHYNP,U21DKG18C,15-08-2016 15:59,15-08-2016,Monday,0
wizard,And what destination would you like to travel to?,1471276805,1,9ea51bab-2899-4255-8946-428d47d46fcf,U22HTHYNP,U21DKG18C,15-08-2016 16:00,15-08-2016,Monday,0
user,"Anywhere, I'm looking for an adventure. What do you have?",1471276849,2,9ea51bab-2899-4255-8946-428d47d46fcf,U22HTHYNP,U21DKG18C,15-08-2016 16:00,15-08-2016,Monday,0
wizard,How about Mexico or Porto Alegre?,1471277044,3,9ea51bab-2899-4255-8946-428d47d46fcf,U22HTHYNP,U21DKG18C,15-08-2016 16:04,15-08-2016,Monday,0
user,Let's look at both,1471277056,4,9ea51bab-2899-4255-8946-428d47d46fcf,U22HTHYNP,U21DKG18C,15-08-2016 16:04,15-08-2016,Monday,0
wizard,"Mexico is unavailable.  Porto Alegre is available, but you would have to leave from Santos.",1471277315,5,9ea51bab-2899-4255-8946-428d47d46fcf,U22HTHYNP,U21DKG18C,15-08-2016 16:08,15-08-2016,Monday,0
user,Can you please suggest some destinations that are available? I am leaving from Detroit.,1471277453,6,9ea51bab-2899-4255-8946-428d47d46fcf,U22HTHYNP,U21DKG18C,15-08-2016 16:10,15-08-2016,Monday,0
wizard,I have no departures available from Detroit. for these dates.  Would you like to make a date change?,1471277591,7,9ea51bab-2899-4255-8946-428d47d46fcf,U22HTHYNP,U21DKG18C,15-08-2016 16:13,15-08-2016,Monday,0
